solvent,solute,deltaG,logK
CCCCOP(=O)(OCCCC)OCCCC,C[C@@H]1CCCC[C@@H]1C,-0.20232,3.42
CCCCOP(=O)(OCCCC)OCCCC,C[C@H]1CCCC[C@@H]1C,-0.19463,3.29
CCCCOP(=O)(OCCCC)OCCCC,C[C@@H]1CCC[C@@H](C1)C,-0.18813,3.18
CCCCOP(=O)(OCCCC)OCCCC,C[C@@H]1CCC[C@H](C1)C,-0.19463,3.29
CCCC(=O)CC,CCCC(=O)CC,-0.23870999999999998,4.035
CCBr,CCCCCCCC,-0.23084000000000002,3.9019999999999997
CCBr,C1COCCO1,-0.21919,3.705
CCBr,CCC(=O)C,-0.20244,3.4219999999999997
CCBr,C[N+](=O)[O-],-0.19239,3.252
CCBr,Cc1ccccc1,-0.23125,3.909
c2ccc(COCc1ccccc1)cc2,CCCCCCCC,-0.18688,3.159
c2ccc(COCc1ccccc1)cc2,C1COCCO1,-0.2067,3.4939999999999998
c2ccc(COCc1ccccc1)cc2,CCC(=O)C,-0.17706,2.9930000000000003
c2ccc(COCc1ccccc1)cc2,C[N+](=O)[O-],-0.18866,3.1889999999999996
c2ccc(COCc1ccccc1)cc2,CCO,-0.14204,2.401
c2ccc(COCc1ccccc1)cc2,Cc1ccccc1,-0.20913,3.535
C=CCO,CCC,-0.048510000000000005,0.82
C=CCO,CCCC,-0.0775,1.31
C=CCO,CC(C)C,-0.06685,1.13
C=CCO,CC=C,-0.05442999999999999,0.92
C=CCO,C/C=C/C,-0.08756,1.48
C=CCO,C/C=C\C,-0.09229,1.56
C=CCO,C=CC=C,-0.0917,1.55
C=CCO,CCCl,-0.11299000000000001,1.91
C=CCO,CC(F)F,-0.06922,1.17
C=CCO,COC,-0.10412,1.76
C=CCO,CCC=C,-0.08164,1.38
C=CCO,CC(=C)C,-0.08223,1.39
C1CCC(=O)CC1,[He],0.10672000000000001,-1.804
C1CCC(=O)CC1,[Ne],0.09785,-1.6540000000000001
C1CCC(=O)CC1,[Ar],0.045380000000000004,-0.767
C1CCC(=O)CC1,[Kr],0.01621,-0.27399999999999997
C1CCC(=O)CC1,[Xe],-0.02106,0.35600000000000004
C1CCC(=O)CC1,[HH],0.07608,-1.286
C1CCC(=O)CC1,O=O,0.04898,-0.828
C1CCC(=O)CC1,N#N,0.06235,-1.054
C1CCC(=O)CC1,C(=O)=O,-0.03408,0.5760000000000001
C1CCC(=O)CC1,CC,-0.02289,0.387
C1CCC(=O)CC1,CCCCC,-0.11696,1.9769999999999999
C1CCC(=O)CC1,CCCCCC,-0.14429,2.439
C1CCC(=O)CC1,CCCC(C)C,-0.13624,2.303
C1CCC(=O)CC1,CCCCCCC,-0.17434000000000002,2.947
C1CCC(=O)CC1,CC(C)CC(C)C,-0.15358,2.596
C1CCC(=O)CC1,CCCCCCCC,-0.20227,3.4189999999999996
C1CCC(=O)CC1,CC(C)C(C)C(C)C,-0.18647,3.1519999999999997
C1CCC(=O)CC1,CCCCCCCCC,-0.22753,3.846
C1CCC(=O)CC1,C1CCCCC1,-0.16635999999999998,2.812
C1CCC(=O)CC1,CCC1CCCCC1,-0.2099,3.548
C1CCC(=O)CC1,C=C,-0.023719999999999998,0.401
C1CCC(=O)CC1,C(F)(F)(F)F,0.060989999999999996,-1.031
C1CCC(=O)CC1,C(Cl)Cl,-0.1789,3.0239999999999996
C1CCC(=O)CC1,C(Cl)(Cl)Cl,-0.20515999999999998,3.468
C1CCC(=O)CC1,C(Cl)(Cl)(Cl)Cl,-0.18736,3.167
C1CCC(=O)CC1,CI,-0.15523,2.6239999999999997
C1CCC(=O)CC1,CCI,-0.18137999999999999,3.0660000000000003
C1CCC(=O)CC1,C1COCCO1,-0.21688000000000002,3.6660000000000004
C1CCC(=O)CC1,CC(=O)C,-0.165,2.7889999999999997
C1CCC(=O)CC1,CCC(=O)C,-0.19487000000000002,3.2939999999999996
C1CCC(=O)CC1,CC#N,-0.18641,3.1510000000000002
C1CCC(=O)CC1,CCN(CC)CC,-0.17831,3.014
C1CCC(=O)CC1,C[N+](=O)[O-],-0.21954,3.7110000000000003
C1CCC(=O)CC1,CCO,-0.18706,3.162
C1CCC(=O)CC1,FS(F)(F)(F)(F)F,0.02242,-0.379
C1CCC(=O)CC1,c1ccccc1,-0.19505,3.2969999999999997
C1CCC(=O)CC1,Cc1ccccc1,-0.22445,3.7939999999999996
C1CCC(=O)CC1,CCBr,-0.15387,2.6010000000000004
C1CCC(=O)CC1,C(=S)=S,-0.1434,2.424
C1CCC(=O)CC1,CCOC(=O)C,-0.18795,3.177
C1CCC(=O)CC1,CC(C)(C)Cl,-0.15772,2.6660000000000004
C1CCC(=O)CC1,[2H][2H],0.0749,-1.266
C1CCC(=O)CC1,CCCC=C,-0.11997999999999999,2.028
C1CCC(=O)CC1,CC(C)C=C,-0.11310999999999999,1.912
C1CCC(=O)CC1,CC(=C)C=C,-0.13855,2.342
C1CCC(=O)CC1,CCCCl,-0.15908,2.6889999999999996
C1CCC(=O)CC1,CC(C)CCC(C)C,-0.18120999999999998,3.063
C1CCC(=O)CC1,CCC(C)C,-0.11193,1.892
C1CCC(=O)CC1,CC=C(C)C,-0.13394,2.2640000000000002
C1CCC(=O)CC1,C1CCC(=O)CC1,-0.27515,4.651
CCCCN(CCCC)C=O,CCCCC,-0.1124,1.9
CCCCN(CCCC)C=O,CCCCCC,-0.1408,2.38
CCCCN(CCCC)C=O,CCCCCCC,-0.1692,2.86
CCCCN(CCCC)C=O,C1CCCCC1,-0.15914,2.69
CCCCN(CCCC)C=O,C(Cl)Cl,-0.16979,2.87
CCCCN(CCCC)C=O,C(Cl)(Cl)Cl,-0.20942,3.54
CCCCN(CCCC)C=O,C(Cl)(Cl)(Cl)Cl,-0.17807,3.01
CCCCN(CCCC)C=O,CCOCC,-0.12483,2.11
CCCCN(CCCC)C=O,CC(C)OC(C)C,-0.15086,2.55
CCCCN(CCCC)C=O,CCOC(C)(C)C,-0.15617999999999999,2.64
CCCCN(CCCC)C=O,CCC(C)(C)OC,-0.17807,3.01
CCCCN(CCCC)C=O,CC(C)(C)OC,-0.14494,2.45
CCCCN(CCCC)C=O,C1CCOC1,-0.1686,2.85
CCCCN(CCCC)C=O,C1COCCO1,-0.19877999999999998,3.36
CCCCN(CCCC)C=O,CC(=O)C,-0.15381,2.6
CCCCN(CCCC)C=O,CCC(=O)C,-0.18220999999999998,3.08
CCCCN(CCCC)C=O,CC(=O)OC,-0.15086,2.55
CCCCN(CCCC)C=O,CCCOC(=O)C,-0.19759000000000002,3.34
CCCCN(CCCC)C=O,CCCCOC(=O)C,-0.22716999999999998,3.84
CCCCN(CCCC)C=O,CC#N,-0.17689000000000002,2.99
CCCCN(CCCC)C=O,CO,-0.17807,3.01
CCCCN(CCCC)C=O,CCO,-0.19641,3.32
CCCCN(CCCC)C=O,CCCCO,-0.25616,4.33
CCCCN(CCCC)C=O,c1ccccc1,-0.18458,3.12
CCCCN(CCCC)C=O,Cc1ccccc1,-0.21297,3.6
CCCCN(CCCC)C=O,CCc1ccccc1,-0.23605,3.99
CCCCN(CCCC)C=O,CC(C)O,-0.2041,3.45
CCCCN(CCCC)C=O,c1ccncc1,-0.23071999999999998,3.9
CCCCN(CCCC)C=O,CCOC(=O)C,-0.17156,2.9
CCCCN(CCCC)C=O,C(CCl)Cl,-0.20055,3.39
CCCCN(CCCC)C=O,CC(C)CO,-0.24965,4.22
CCCCN(CCCC)C=O,CC1CCCCC1,-0.1757,2.97
CCCCN(CCCC)C=O,C1CCC=CC1,-0.1686,2.85
CCCCN(CCCC)C=O,C(=C(Cl)Cl)Cl,-0.20055,3.39
CCCCN(CCCC)C=O,COC=O,-0.12897,2.18
CCCCN(CCCC)C=O,CC(C)CC(=O)C,-0.2183,3.69
CCCCN(CCCC)C=O,CC=O,-0.12069,2.04
CCCCN(CCCC)C=O,CC(C)C=O,-0.16387000000000002,2.77
CCCCN(CCCC)C=O,C=CCO,-0.23485999999999999,3.97
CCCCN(CCCC)C=O,c1ccoc1,-0.14198,2.4
CCCCN(CCCC)C=O,CC(C)OC(C)(C)C,-0.16801,2.84
CC[N+](=O)[O-],CCCCCCCC,-0.1744,2.948
CC[N+](=O)[O-],C1COCCO1,-0.2306,3.898
CC[N+](=O)[O-],CCC(=O)C,-0.20789000000000002,3.514
CC[N+](=O)[O-],CCO,-0.16677,2.819
CC[N+](=O)[O-],Cc1ccccc1,-0.21534,3.64
CCCCC(C)O,CCCCC(C)O,-0.28651,4.843
C1CCS(=O)(=O)C1,[N-]=[N+]=O,-0.02047,0.34600000000000003
C1CCS(=O)(=O)C1,C(=O)=O,-0.02804,0.474
C1CCS(=O)(=O)C1,O=S=O,-0.14257,2.41
C1CCS(=O)(=O)C1,CCCC,-0.0349,0.59
C1CCS(=O)(=O)C1,CCCCC,-0.06034,1.02
C1CCS(=O)(=O)C1,CCCCCC,-0.08365,1.4140000000000001
C1CCS(=O)(=O)C1,CCCCCCC,-0.10749,1.817
C1CCS(=O)(=O)C1,CCCCCCCC,-0.11832000000000001,2.0
C1CCS(=O)(=O)C1,CCCCCCCCC,-0.13843,2.34
C1CCS(=O)(=O)C1,C1CCCCC1,-0.10678,1.805
C1CCS(=O)(=O)C1,C/C=C/C,-0.05875,0.993
C1CCS(=O)(=O)C1,C/C=C\C,-0.06419,1.085
C1CCS(=O)(=O)C1,C=CC=C,-0.07833,1.324
C1CCS(=O)(=O)C1,CCCl,-0.10584,1.7890000000000001
C1CCS(=O)(=O)C1,C(Cl)Cl,-0.15991,2.7030000000000003
C1CCS(=O)(=O)C1,C(Cl)(Cl)Cl,-0.17955,3.035
C1CCS(=O)(=O)C1,C(Cl)(Cl)(Cl)Cl,-0.15198,2.569
C1CCS(=O)(=O)C1,CCOCC,-0.10294,1.74
C1CCS(=O)(=O)C1,CC(C)OC(C)C,-0.11512,1.946
C1CCS(=O)(=O)C1,CCOC(C)(C)C,-0.12287000000000001,2.077
C1CCS(=O)(=O)C1,CCC(C)(C)OC,-0.14328,2.4219999999999997
C1CCS(=O)(=O)C1,CC(C)(C)OC,-0.1198,2.025
C1CCS(=O)(=O)C1,C1CCOC1,-0.16032000000000002,2.71
C1CCS(=O)(=O)C1,C1COCCO1,-0.20374,3.444
C1CCS(=O)(=O)C1,CC(=O)C,-0.16044,2.7119999999999997
C1CCS(=O)(=O)C1,CCC(=O)C,-0.17931,3.031
C1CCS(=O)(=O)C1,CC(=O)OC,-0.15784,2.668
C1CCS(=O)(=O)C1,CCCOC(=O)C,-0.18771,3.173
C1CCS(=O)(=O)C1,CCCCOC(=O)C,-0.20901,3.533
C1CCS(=O)(=O)C1,CC#N,-0.19564,3.307
C1CCS(=O)(=O)C1,C[N+](=O)[O-],-0.22895,3.87
C1CCS(=O)(=O)C1,CO,-0.16582,2.803
C1CCS(=O)(=O)C1,CCO,-0.17600000000000002,2.975
C1CCS(=O)(=O)C1,CCCCO,-0.2193,3.707
C1CCS(=O)(=O)C1,c1ccccc1,-0.17369,2.9360000000000004
C1CCS(=O)(=O)C1,Cc1ccccc1,-0.19363,3.273
C1CCS(=O)(=O)C1,CCc1ccccc1,-0.2112,3.57
C1CCS(=O)(=O)C1,c1ccc(cc1)Cl,-0.22291,3.7680000000000002
C1CCS(=O)(=O)C1,CCCCCCCCCC,-0.1605,2.713
C1CCS(=O)(=O)C1,CC(C)O,-0.17535,2.964
C1CCS(=O)(=O)C1,Cc1ccc(cc1)C,-0.20842,3.523
C1CCS(=O)(=O)C1,c1ccncc1,-0.22658000000000003,3.83
C1CCS(=O)(=O)C1,CCOC(=O)C,-0.16985,2.8710000000000004
C1CCS(=O)(=O)C1,CC(C)CC(C)(C)C,-0.10092999999999999,1.706
C1CCS(=O)(=O)C1,C1CCCCCC1,-0.13618,2.302
C1CCS(=O)(=O)C1,CCC=C,-0.05342,0.903
C1CCS(=O)(=O)C1,CC(=C)C,-0.055020000000000006,0.93
C1CCS(=O)(=O)C1,CCCCC=C,-0.09034,1.527
C1CCS(=O)(=O)C1,C(CCl)Cl,-0.19795,3.346
C1CCS(=O)(=O)C1,CC(C)CO,-0.21155,3.576
C1CCS(=O)(=O)C1,CC1CCCC1,-0.09572,1.618
C1CCS(=O)(=O)C1,CCCCCC=C,-0.11234000000000001,1.899
C1CCS(=O)(=O)C1,Cc1ccccc1C,-0.22114,3.738
C1CCS(=O)(=O)C1,CC1CCCCC1,-0.11696,1.9769999999999999
C1CCS(=O)(=O)C1,CCCCCCC=C,-0.13317,2.251
C1CCS(=O)(=O)C1,C1CCC=CC1,-0.13021,2.201
C1CCS(=O)(=O)C1,C(=C(Cl)Cl)Cl,-0.17162,2.9010000000000002
C1CCS(=O)(=O)C1,COC=O,-0.13997,2.366
C1CCS(=O)(=O)C1,Cc1cccc(c1)C,-0.21084,3.5639999999999996
C1CCS(=O)(=O)C1,S,-0.06939,1.173
C1CCS(=O)(=O)C1,C1CCCCCCC1,-0.16541,2.7960000000000003
C1CCS(=O)(=O)C1,CC(C)CC(=O)C,-0.20238,3.4210000000000003
C1CCS(=O)(=O)C1,CCCCC#C,-0.1421,2.4019999999999997
C1CCS(=O)(=O)C1,CCCCCC#C,-0.16960999999999998,2.867
C1CCS(=O)(=O)C1,CCCCCCC#C,-0.18274,3.089
C1CCS(=O)(=O)C1,CC=O,-0.12678,2.1430000000000002
C1CCS(=O)(=O)C1,CC(C)C=O,-0.15796,2.67
C1CCS(=O)(=O)C1,C=CCO,-0.21877,3.698
CCCCOCC,C1CCCCC1,-0.17653,2.984
CCCCOCC,C(Cl)(Cl)(Cl)Cl,-0.18600000000000003,3.1439999999999997
CCCCOCC,CCCCOCC,-0.20002,3.3810000000000002
CCOc1ccccc1,CCCCCCCC,-0.20770999999999998,3.511
CCOc1ccccc1,C1COCCO1,-0.21031,3.555
CCOc1ccccc1,CCC(=O)C,-0.12625,2.134
CCOc1ccccc1,C[N+](=O)[O-],-0.18789,3.176
CCOc1ccccc1,CCO,-0.20060999999999998,3.391
CCOc1ccccc1,Cc1ccccc1,-0.21907,3.7030000000000003
CCN1CCCC1=O,CCCCC,-0.09726,1.6440000000000001
CCN1CCCC1=O,CCCCCC,-0.12435,2.102
CCN1CCCC1=O,CCCCCCC,-0.15103,2.553
CCN1CCCC1=O,CCCCCCCC,-0.17683,2.989
CCN1CCCC1=O,C1CCCCC1,-0.14672000000000002,2.48
CCN1CCCC1=O,C(Cl)Cl,-0.18552000000000002,3.136
CCN1CCCC1=O,CCOCC,-0.11974000000000001,2.024
CCN1CCCC1=O,CC(C)OC(C)C,-0.13979,2.363
CCN1CCCC1=O,CCOC(C)(C)C,-0.14843,2.509
CCN1CCCC1=O,CCC(C)(C)OC,-0.16659000000000002,2.8160000000000003
CCN1CCCC1=O,CC(C)(C)OC,-0.13873,2.345
CCN1CCCC1=O,C1CCOC1,-0.17097,2.89
CCN1CCCC1=O,CC(=O)C,-0.16322,2.759
CCN1CCCC1=O,CCC(=O)C,-0.18748,3.1689999999999996
CCN1CCCC1=O,CCCC(=O)C,-0.21043,3.557
CCN1CCCC1=O,c1ccccc1,-0.19493,3.295
CCN1CCCC1=O,Cc1ccccc1,-0.21913000000000002,3.7039999999999997
CCN1CCCC1=O,CCCC=C,-0.10613,1.794
CCN1CCCC1=O,CCCCC=C,-0.13382,2.262
CCN1CCCC1=O,CCCCCC=C,-0.16133,2.727
CCN1CCCC1=O,CCCCCCC=C,-0.18819,3.181
CCN1CCCC1=O,C1CCC=CC1,-0.16399,2.772
CCCCCCCCCCCCCCCC,[He],0.10300000000000001,-1.7409999999999999
CCCCCCCCCCCCCCCC,[Ne],0.09318,-1.575
CCCCCCCCCCCCCCCC,[Ar],0.0407,-0.688
CCCCCCCCCCCCCCCC,[Kr],0.01248,-0.21100000000000002
CCCCCCCCCCCCCCCC,[Xe],-0.022359999999999998,0.37799999999999995
CCCCCCCCCCCCCCCC,[Rn],-0.051879999999999996,0.877
CCCCCCCCCCCCCCCC,C,0.01911,-0.32299999999999995
CCCCCCCCCCCCCCCC,CC,-0.029110000000000004,0.49200000000000005
CCCCCCCCCCCCCCCC,CCC,-0.06212,1.05
CCCCCCCCCCCCCCCC,CCCC,-0.09554,1.615
CCCCCCCCCCCCCCCC,CC(C)C,-0.08336,1.409
CCCCCCCCCCCCCCCC,CCCCC,-0.1279,2.162
CCCCCCCCCCCCCCCC,CC(C)(C)C,-0.10767,1.82
CCCCCCCCCCCCCCCC,CCCCCC,-0.15784,2.668
CCCCCCCCCCCCCCCC,CCCCCCC,-0.18771,3.173
CCCCCCCCCCCCCCCC,CCCCCCCC,-0.21753000000000003,3.677
CCCCCCCCCCCCCCCC,CCC(CC)(CC)CC,-0.22599,3.82
CCCCCCCCCCCCCCCC,C1CCCC1,-0.14476,2.447
CCCCCCCCCCCCCCCC,C1CCCCC1,-0.17232999999999998,2.9130000000000003
CCCCCCCCCCCCCCCC,C=C,-0.0171,0.289
CCCCCCCCCCCCCCCC,CC=C,-0.05596,0.946
CCCCCCCCCCCCCCCC,C#C,-0.008870000000000001,0.15
CCCCCCCCCCCCCCCC,CCCl,-0.09927000000000001,1.6780000000000002
CCCCCCCCCCCCCCCC,C(Cl)Cl,-0.11944,2.019
CCCCCCCCCCCCCCCC,C(Cl)(Cl)Cl,-0.14672000000000002,2.48
CCCCCCCCCCCCCCCC,C(Cl)(Cl)(Cl)Cl,-0.16701,2.823
CCCCCCCCCCCCCCCC,C=C(Cl)Cl,-0.12483,2.11
CCCCCCCCCCCCCCCC,CCI,-0.15222,2.573
CCCCCCCCCCCCCCCC,COC,-0.06448,1.09
CCCCCCCCCCCCCCCC,CCOCC,-0.12193,2.061
CCCCCCCCCCCCCCCC,CCCOCCC,-0.17683,2.989
CCCCCCCCCCCCCCCC,CC(C)OC(C)C,-0.15139,2.559
CCCCCCCCCCCCCCCC,CCCCOCCCC,-0.2367,4.001
CCCCCCCCCCCCCCCC,CCOC(C)(C)C,-0.15263,2.58
CCCCCCCCCCCCCCCC,CCC(C)(C)OC,-0.16742,2.83
CCCCCCCCCCCCCCCC,CC(C)(C)OC,-0.13547,2.29
CCCCCCCCCCCCCCCC,C1CCOC1,-0.14991,2.5340000000000003
CCCCCCCCCCCCCCCC,CCC=O,-0.10944000000000001,1.85
CCCCCCCCCCCCCCCC,CCCC=O,-0.13429000000000002,2.27
CCCCCCCCCCCCCCCC,CCCCC=O,-0.16387000000000002,2.77
CCCCCCCCCCCCCCCC,CC(=O)C,-0.10412,1.76
CCCCCCCCCCCCCCCC,CCC(=O)C,-0.16979,2.87
CCCCCCCCCCCCCCCC,CCCC(=O)C,-0.16297999999999999,2.755
CCCCCCCCCCCCCCCC,CCCCC(=O)C,-0.19297999999999998,3.262
CCCCCCCCCCCCCCCC,CCCCCC(=O)C,-0.22244,3.76
CCCCCCCCCCCCCCCC,CCCC(=O)CCC,-0.22599,3.82
CCCCCCCCCCCCCCCC,CC(=O)OC,-0.11595,1.96
CCCCCCCCCCCCCCCC,CCCOC(=O)C,-0.17026,2.878
CCCCCCCCCCCCCCCC,CCCCOC(=O)C,-0.1999,3.3789999999999996
CCCCCCCCCCCCCCCC,CCC(=O)OC,-0.14547000000000002,2.459
CCCCCCCCCCCCCCCC,CCCC(=O)OC,-0.17411,2.943
CCCCCCCCCCCCCCCC,CCCCC(=O)OC,-0.20363,3.4419999999999997
CCCCCCCCCCCCCCCC,CCCCCC(=O)OC,-0.23569,3.984
CCCCCCCCCCCCCCCC,CC#N,-0.09229,1.56
CCCCCCCCCCCCCCCC,CCC#N,-0.12128,2.05
CCCCCCCCCCCCCCCC,CCCC#N,-0.15026,2.54
CCCCCCCCCCCCCCCC,N,-0.01591,0.26899999999999996
CCCCCCCCCCCCCCCC,CNC,-0.09465,1.6
CCCCCCCCCCCCCCCC,CCNCC,-0.14169,2.395
CCCCCCCCCCCCCCCC,CCN(CC)CC,-0.18203,3.077
CCCCCCCCCCCCCCCC,C[N+](=O)[O-],-0.11193,1.892
CCCCCCCCCCCCCCCC,CO,-0.05454,0.922
CCCCCCCCCCCCCCCC,CCO,-0.08785,1.485
CCCCCCCCCCCCCCCC,CCCO,-0.12405999999999999,2.097
CCCCCCCCCCCCCCCC,CCCCO,-0.15387,2.6010000000000004
CCCCCCCCCCCCCCCC,CCCCCO,-0.18375,3.1060000000000003
CCCCCCCCCCCCCCCC,CCCCCCO,-0.21356999999999998,3.61
CCCCCCCCCCCCCCCC,CCCCCCCO,-0.24344000000000002,4.115
CCCCCCCCCCCCCCCC,CCCCCCCCO,-0.27326,4.619
CCCCCCCCCCCCCCCC,CCCCCCCCCO,-0.30313,5.124
CCCCCCCCCCCCCCCC,C(C(F)(F)F)O,-0.07241,1.224
CCCCCCCCCCCCCCCC,C(C(F)(F)F)(C(F)(F)F)O,-0.08235,1.392
CCCCCCCCCCCCCCCC,CCS,-0.12855,2.173
CCCCCCCCCCCCCCCC,c1ccccc1,-0.16582,2.803
CCCCCCCCCCCCCCCC,Cc1ccccc1,-0.19783,3.344
CCCCCCCCCCCCCCCC,CCc1ccccc1,-0.22273,3.765
CCCCCCCCCCCCCCCC,CCCc1ccccc1,-0.24971,4.221
CCCCCCCCCCCCCCCC,CC(C)c1ccccc1,-0.24285,4.105
CCCCCCCCCCCCCCCC,CCCCc1ccccc1,-0.27721999999999997,4.686
CCCCCCCCCCCCCCCC,CCCCCCc1ccccc1,-0.3323,5.617000000000001
CCCCCCCCCCCCCCCC,c1ccc(cc1)Cl,-0.21534,3.64
CCCCCCCCCCCCCCCC,CCBr,-0.1195,2.02
CCCCCCCCCCCCCCCC,CN(C)C,-0.09584,1.62
CCCCCCCCCCCCCCCC,CC(C)O,-0.10772999999999999,1.821
CCCCCCCCCCCCCCCC,Cc1ccc(cc1)C,-0.22824,3.858
CCCCCCCCCCCCCCCC,c1ccncc1,-0.17765999999999998,3.003
CCCCCCCCCCCCCCCC,CCOC(=O)C,-0.14056,2.376
CCCCCCCCCCCCCCCC,C1CC1,-0.07774,1.314
CCCCCCCCCCCCCCCC,CCC=C,-0.08821,1.4909999999999999
CCCCCCCCCCCCCCCC,CCCCCl,-0.16103,2.722
CCCCCCCCCCCCCCCC,CC(C)(C)Cl,-0.13116,2.217
CCCCCCCCCCCCCCCC,CC(C)(C)Br,-0.15475999999999998,2.616
CCCCCCCCCCCCCCCC,CCCCCCCCCCO,-0.33295,5.627999999999999
CCCCCCCCCCCCCCCC,C[Sn](C)(C)C,-0.17275,2.92
CCCCCCCCCCCCCCCC,c1ccc(cc1)CCl,-0.25379,4.29
CCCCCCCCCCCCCCCC,c1ccc(cc1)CBr,-0.27568000000000004,4.66
CCCCCCCCCCCCCCCC,Cc1cccnc1,-0.21315,3.603
CCCCCCCCCCCCCCCC,c1ccsc1,-0.17411,2.943
CCCCCCCCCCCCCCCC,CCCC=C,-0.11909000000000002,2.013
CCCCCCCCCCCCCCCC,CCCCC=C,-0.15068,2.5469999999999997
CCCCCCCCCCCCCCCC,C(CCl)Cl,-0.15222,2.573
CCCCCCCCCCCCCCCC,CCCCl,-0.13027,2.202
CCCCCCCCCCCCCCCC,CC(=O)O,-0.10353,1.75
CCCCCCCCCCCCCCCC,CC(C)CO,-0.13837,2.339
CCCCCCCCCCCCCCCC,CCC(C)O,-0.13831,2.338
CCCCCCCCCCCCCCCC,CC(C)(C)O,-0.11944,2.019
CCCCCCCCCCCCCCCC,CC[Sn](CC)(CC)CC,-0.30053,5.08
CCCCCCCCCCCCCCCC,CCCCCC=C,-0.18120999999999998,3.063
CCCCCCCCCCCCCCCC,Cc1ccccc1C,-0.23290999999999998,3.937
CCCCCCCCCCCCCCCC,CCCCBr,-0.18369000000000002,3.105
CCCCCCCCCCCCCCCC,CC(C)CCO,-0.17812999999999998,3.011
CCCCCCCCCCCCCCCC,C1CCC(CC1)O,-0.21716999999999997,3.6710000000000003
CCCCCCCCCCCCCCCC,CC(Cl)(Cl)Cl,-0.15914,2.69
CCCCCCCCCCCCCCCC,CCOC=O,-0.11245999999999999,1.901
CCCCCCCCCCCCCCCC,Cc1ccccn1,-0.20332999999999998,3.437
CCCCCCCCCCCCCCCC,CCCCCCC=C,-0.21244000000000002,3.591
CCCCCCCCCCCCCCCC,CCCCCCCC=C,-0.23664000000000002,4.0
CCCCCCCCCCCCCCCC,CCl,-0.0688,1.163
CCCCCCCCCCCCCCCC,CC(Cl)Cl,-0.13902,2.35
CCCCCCCCCCCCCCCC,C(C(Cl)Cl)Cl,-0.19463,3.29
CCCCCCCCCCCCCCCC,CC(CCl)Cl,-0.1686,2.85
CCCCCCCCCCCCCCCC,C(=C\Cl)\Cl,-0.14494,2.45
CCCCCCCCCCCCCCCC,C(=C(Cl)Cl)Cl,-0.1773,2.997
CCCCCCCCCCCCCCCC,C(=C(Cl)Cl)(Cl)Cl,-0.21203000000000002,3.5839999999999996
CCCCCCCCCCCCCCCC,C(Br)Br,-0.16854,2.8489999999999998
CCCCCCCCCCCCCCCC,C1CCOCC1,-0.17689000000000002,2.99
CCCCCCCCCCCCCCCC,CCC(=O)CC,-0.1663,2.8110000000000004
CCCCCCCCCCCCCCCC,CC(C)C(=O)C,-0.15736,2.66
CCCCCCCCCCCCCCCC,C1CCC(=O)C1,-0.18458,3.12
CCCCCCCCCCCCCCCC,COC=O,-0.08631,1.459
CCCCCCCCCCCCCCCC,CCCOC=O,-0.14275,2.4130000000000003
CCCCCCCCCCCCCCCC,CCCCCOC(=O)C,-0.2254,3.81
CCCCCCCCCCCCCCCC,CCCCCCOC(=O)C,-0.25261,4.27
CCCCCCCCCCCCCCCC,CC(C)OC(=O)C,-0.15577,2.633
CCCCCCCCCCCCCCCC,CC(C)COC(=O)C,-0.18813,3.18
CCCCCCCCCCCCCCCC,CC(C)CCOC(=O)C,-0.22185,3.75
CCCCCCCCCCCCCCCC,CCC(=O)OCC,-0.17044,2.8810000000000002
CCCCCCCCCCCCCCCC,CCCC(=O)OCC,-0.1999,3.3789999999999996
CCCCCCCCCCCCCCCC,CCCCC#N,-0.18085,3.057
CCCCCCCCCCCCCCCC,CCCCN,-0.15488,2.6180000000000003
CCCCCCCCCCCCCCCC,CCCNCCC,-0.19949,3.372
CCCCCCCCCCCCCCCC,CC[N+](=O)[O-],-0.14003,2.367
CCCCCCCCCCCCCCCC,CCC[N+](=O)[O-],-0.1686,2.85
CCCCCCCCCCCCCCCC,Cc1cccc(c1)C,-0.22859000000000002,3.864
CCCCCCCCCCCCCCCC,COc1ccccc1,-0.23226,3.926
CCCCCCCCCCCCCCCC,c1ccc(cc1)C#N,-0.23686999999999997,4.004
CCCCCCCCCCCCCCCC,c1cc(cc(c1)Cl)Cl,-0.25971,4.39
CCCCCCCCCCCCCCCC,CCC(C)(C)O,-0.15559,2.63
CCCCCCCCCCCCCCCC,c1ccc(cc1)F,-0.16801,2.84
CCCCCCCCCCCCCCCC,c1ccc(cc1)Br,-0.23870999999999998,4.035
CCCCCCCCCCCCCCCC,c1ccc(cc1)N,-0.23621999999999999,3.9930000000000003
CCCCCCCCCCCCCCCC,c1ccc(cc1)[N+](=O)[O-],-0.26385,4.46
CCCCCCCCCCCCCCCC,c1ccc(cc1)CO,-0.26284,4.4430000000000005
CCCCCCCCCCCCCCCC,c1ccc2ccccc2c1,-0.31590999999999997,5.34
CCCCCCCCCCCCCCCC,CCCC(CC)O,-0.20351,3.44
CCCCCCCCCCCCCCCC,C(CCl)CCl,-0.18895,3.194
CCCCCCCCCCCCCCCC,C(CCCl)CCl,-0.22333000000000003,3.775
CCCCCCCCCCCCCCCC,CCCCCCl,-0.19067,3.2230000000000003
CCCCCCCCCCCCCCCC,C1CCC(=O)CC1,-0.21391999999999997,3.616
CCCCCCCCCCCCCCCC,CCN,-0.09921,1.6769999999999998
