deltaG,solute,solvent
-4.40649588,CCCCCCCCC,CO
-4.29741735,CCC(CC)(CC)CC,CO
-2.61949899,C1CCCC1,CO
-3.31524936,C1CCCCC1,CO
-4.03959537,CCC1CCCCC1,CO
-0.55945986,C=C,CO
-1.2960282,CC=C,CO
-1.9781725799999998,C/C=C/C,CO
-2.06003913,C/C=C\C,CO
-2.1419056800000003,C=CC=C,CO
-1.41894333,C#C,CO
0.99600459,C(F)(F)(F)F,CO
-2.63310498,CCCl,CO
-3.4789824599999997,C(Cl)Cl,CO
-4.22915679,C(Cl)(Cl)Cl,CO
-3.62887896,C(Cl)(Cl)(Cl)Cl,CO
-2.94673458,C=C(Cl)Cl,CO
-3.20594022,CI,CO
-3.574455,CCI,CO
-1.9099120200000002,CC(F)F,CO
-2.3056387799999998,COC,CO
-3.2605947900000003,CCOCC,CO
-3.9427391700000003,CCCOCCC,CO
-3.82005465,CC(C)OC(C)C,CO
-4.96595574,CCCCOCCCC,CO
-4.06542369,CCOC(C)(C)C,CO
-4.25659938,CCC(C)(C)OC,CO
-3.7790060700000003,CC(C)(C)OC,CO
-4.43393847,C1CCOC1,CO
-4.9387437599999995,C1COCCO1,CO
-3.80621805,CCC=O,CO
-4.33846593,CCCC=O,CO
-4.8704832,CCCCC=O,CO
-3.9427391700000003,CC(=O)C,CO
-4.55662299,CCC(=O)C,CO
-4.88408919,CCCC(=O)C,CO
-5.21155539,CCCCC(=O)C,CO
-5.97556632,CCCCCC(=O)C,CO
-5.7707846400000005,CCCC(=O)CCC,CO
-3.98378775,CC(=O)OC,CO
-4.8158286299999995,CCCOC(=O)C,CO
-5.361682500000001,CCCCOC(=O)C,CO
-4.3248599400000005,CCC(=O)OC,CO
-4.84327122,CCCC(=O)OC,CO
-5.33423991,CCCCC(=O)OC,CO
-5.839045199999999,CCCCCC(=O)OC,CO
-4.03821171,CC#N,CO
-4.92513777,CCC#N,CO
-5.21155539,CCCC#N,CO
-3.0832557000000005,N,CO
-3.5061944400000002,CNC,CO
-5.08864026,CCNCC,CO
-5.238767370000001,CCN(CC)CC,CO
-4.66570152,C[N+](=O)[O-],CO
-5.55262758,O,CO
-4.91130117,CO,CO
-5.307027930000001,CCO,CO
-5.94812373,CCCO,CO
-6.221165969999999,CCCCO,CO
-6.72597126,CCCCCO,CO
-7.21693995,CCCCCCO,CO
-7.59906072,CCCCCCCO,CO
-8.03560545,CCCCCCCCO,CO
-8.52680475,CCCCCCCCCO,CO
-5.716360679999999,C(C(F)(F)F)O,CO
-6.53479557,C(C(F)(F)F)(C(F)(F)F)O,CO
-3.0013891499999996,CCS,CO
0.28641762,FS(F)(F)(F)(F)F,CO
-3.7790060700000003,c1ccccc1,CO
-4.35207192,Cc1ccccc1,CO
-4.88408919,CCc1ccccc1,CO
-5.33423991,CCCc1ccccc1,CO
-5.18434341,CC(C)c1ccccc1,CO
-5.839045199999999,CCCCc1ccccc1,CO
-5.5254156000000005,CC(C)(C)c1ccccc1,CO
-7.1350734000000005,CCCCCCc1ccccc1,CO
-5.00677371,c1ccc(cc1)Cl,CO
0.62356944,[N]=O,CO
0.30025422,[Ar],CCOCC
-1.52110356,[Rn],CCOCC
1.14590109,[HH],CCOCC
0.47759331,O=O,CCOCC
0.75040494,N#N,CCOCC
0.54562326,[C-]#[O+],CCOCC
-0.02721198,C,CCOCC
-1.15973769,CC,CCOCC
-2.33285076,CC(C)C,CCOCC
-5.3478459,CCCCCCCC,CCOCC
-4.18833882,C1CCCCC1,CCOCC
-3.8744786099999997,C(Cl)Cl,CCOCC
-4.39288989,C(Cl)(Cl)(Cl)Cl,CCOCC
-3.76540008,CCI,CCOCC
-3.6016669800000005,CCOCC,CCOCC
-4.43393847,CCOC(C)(C)C,CCOCC
-4.6112775599999996,C1COCCO1,CCOCC
-3.5061944400000002,CC(=O)C,CCOCC
-4.13368425,CCC(=O)C,CCOCC
-3.62887896,CC#N,CCOCC
-4.4475444600000005,CCN(CC)CC,CCOCC
-4.2155508,C[N+](=O)[O-],CCOCC
-3.3835099200000003,CO,CCOCC
-5.07503427,Cc1ccccc1,CCOCC
-2.36029335,CN(C)C,CCOCC
-4.3792839,CCCCCl,CCOCC
-3.3835099200000003,CC(C)(C)Cl,CCOCC
-3.84726663,CC(C)(C)Br,CCOCC
-4.4475444600000005,C(CCl)Cl,CCOCC
-4.27020537,c1(c(c(c(c(c1F)F)F)F)F)F,CCOCC
-4.13368425,CC(Cl)(Cl)Cl,CCOCC
0.968562,[Ar],CCCCOP(=O)(OCCCC)OCCCC
-0.68214438,C(=O)=O,CCCCOP(=O)(OCCCC)OCCCC
0.43654473,C,CCCCOP(=O)(OCCCC)OCCCC
-0.54562326,CC,CCCCOP(=O)(OCCCC)OCCCC
-1.30963419,CCC,CCCCOP(=O)(OCCCC)OCCCC
-1.93735461,CCCC,CCCCOP(=O)(OCCCC)OCCCC
-2.5784504100000003,CCCCC,CCCCOP(=O)(OCCCC)OCCCC
-3.23338281,CCCCCC,CCCCOP(=O)(OCCCC)OCCCC
-3.8880846,CCCCCCC,CCCCOP(=O)(OCCCC)OCCCC
-4.48836243,CCCCCCCC,CCCCOP(=O)(OCCCC)OCCCC
-3.62887896,C1CCCCC1,CCCCOP(=O)(OCCCC)OCCCC
-4.7067501,CCC1CCCCC1,CCCCOP(=O)(OCCCC)OCCCC
-0.51841128,C=C,CCCCOP(=O)(OCCCC)OCCCC
-2.29203279,C=CC=C,CCCCOP(=O)(OCCCC)OCCCC
-4.92513777,C(Cl)(Cl)Cl,CCCCOP(=O)(OCCCC)OCCCC
-4.06542369,C(Cl)(Cl)(Cl)Cl,CCCCOP(=O)(OCCCC)OCCCC
-4.42840383,C1COCCO1,CCCCOP(=O)(OCCCC)OCCCC
-3.4243278900000003,CC(=O)C,CCCCOP(=O)(OCCCC)OCCCC
-4.06542369,CCC(=O)C,CCCCOP(=O)(OCCCC)OCCCC
-4.59767157,CCCC(=O)C,CCCCOP(=O)(OCCCC)OCCCC
-3.4379338799999997,CC(=O)OC,CCCCOP(=O)(OCCCC)OCCCC
-4.5294110100000005,CCCOC(=O)C,CCCCOP(=O)(OCCCC)OCCCC
-5.156900820000001,CCCCOC(=O)C,CCCCOP(=O)(OCCCC)OCCCC
-3.98378775,CC#N,CCCCOP(=O)(OCCCC)OCCCC
-4.39288989,CCC#N,CCCCOP(=O)(OCCCC)OCCCC
-4.9387437599999995,CCCC#N,CCCCOP(=O)(OCCCC)OCCCC
-1.15973769,N,CCCCOP(=O)(OCCCC)OCCCC
-4.2155508,O,CCCCOP(=O)(OCCCC)OCCCC
-4.18833882,CO,CCCCOP(=O)(OCCCC)OCCCC
-4.5702289799999996,CCO,CCCCOP(=O)(OCCCC)OCCCC
-5.320633920000001,CCCO,CCCCOP(=O)(OCCCC)OCCCC
-4.14729024,c1ccccc1,CCCCOP(=O)(OCCCC)OCCCC
-4.8158286299999995,Cc1ccccc1,CCCCOP(=O)(OCCCC)OCCCC
-5.4025004700000006,CCc1ccccc1,CCCCOP(=O)(OCCCC)OCCCC
-5.98917231,CCCc1ccccc1,CCCCOP(=O)(OCCCC)OCCCC
-5.798227230000001,CC(C)c1ccccc1,CCCCOP(=O)(OCCCC)OCCCC
0.7967575499999999,[N]=O,CCCCOP(=O)(OCCCC)OCCCC
-4.7339620799999995,CC(C)O,CCCCOP(=O)(OCCCC)OCCCC
-3.0968616900000003,C(=S)=S,CCCCOP(=O)(OCCCC)OCCCC
-5.41610646,Cc1ccc(cc1)C,CCCCOP(=O)(OCCCC)OCCCC
-3.9427391700000003,CCOC(=O)C,CCCCOP(=O)(OCCCC)OCCCC
-3.8608726200000003,CC(C)CC(C)(C)C,CCCCOP(=O)(OCCCC)OCCCC
-4.0518177,CCCCCl,CCCCOP(=O)(OCCCC)OCCCC
-2.61949899,CCCC=C,CCCCOP(=O)(OCCCC)OCCCC
-3.30164337,CCCCC=C,CCCCOP(=O)(OCCCC)OCCCC
-4.51580502,C(CCl)Cl,CCCCOP(=O)(OCCCC)OCCCC
-3.4243278900000003,CCCCl,CCCCOP(=O)(OCCCC)OCCCC
-3.8608726200000003,CCCCCC=C,CCCCOP(=O)(OCCCC)OCCCC
-5.57983956,Cc1ccccc1C,CCCCOP(=O)(OCCCC)OCCCC
-4.02460572,CC1CCCCC1,CCCCOP(=O)(OCCCC)OCCCC
-4.48836243,CCCCCCC=C,CCCCOP(=O)(OCCCC)OCCCC
-4.51580502,C(=C(Cl)Cl)Cl,CCCCOP(=O)(OCCCC)OCCCC
-5.42971245,Cc1cccc(c1)C,CCCCOP(=O)(OCCCC)OCCCC
-1.7325729300000001,S,CCCCOP(=O)(OCCCC)OCCCC
-4.6931441099999995,CCCCCCl,CCCCOP(=O)(OCCCC)OCCCC
-10.614055860000002,CCCCOP(=O)(OCCCC)OCCCC,CCCCOP(=O)(OCCCC)OCCCC
-1.50080988,C(=O)=S,CCCCOP(=O)(OCCCC)OCCCC
-4.80222264,CCCC1CCCCC1,CCCCOP(=O)(OCCCC)OCCCC
-4.55662299,C[C@H]1CC[C@H](CC1)C,CCCCOP(=O)(OCCCC)OCCCC
-4.43393847,C[C@H]1CC[C@@H](CC1)C,CCCCOP(=O)(OCCCC)OCCCC
-4.66570152,C[C@@H]1CCCC[C@@H]1C,CCCCOP(=O)(OCCCC)OCCCC
-4.48836243,C[C@H]1CCCC[C@@H]1C,CCCCOP(=O)(OCCCC)OCCCC
-4.33846593,C[C@@H]1CCC[C@@H](C1)C,CCCCOP(=O)(OCCCC)OCCCC
-4.48836243,C[C@@H]1CCC[C@H](C1)C,CCCCOP(=O)(OCCCC)OCCCC
-5.5048913100000005,CCCC(=O)CC,CCCC(=O)CC
-5.32340124,CCCCCCCC,CCBr
-5.05474059,C1COCCO1,CCBr
-4.66846884,CCC(=O)C,CCBr
-4.43670579,C[N+](=O)[O-],CCBr
-5.33285625,Cc1ccccc1,CCBr
-4.30963968,CCCCCCCC,c2ccc(COCc1ccccc1)cc2
-4.7667087,C1COCCO1,c2ccc(COCc1ccccc1)cc2
-4.08318066,CCC(=O)C,c2ccc(COCc1ccccc1)cc2
-4.35068826,C[N+](=O)[O-],c2ccc(COCc1ccccc1)cc2
-3.27558444,CCO,c2ccc(COCc1ccccc1)cc2
-4.82274693,Cc1ccccc1,c2ccc(COCc1ccccc1)cc2
-1.11868911,CCC,C=CCO
-1.7872275,CCCC,C=CCO
-1.5416278500000002,CC(C)C,C=CCO
-1.2552102299999996,CC=C,C=CCO
-2.01922116,C/C=C/C,C=CCO
-2.12829969,C/C=C\C,C=CCO
-2.1146937,C=CC=C,C=CCO
-2.60566239,CCCl,C=CCO
-1.59628242,CC(F)F,C=CCO
-2.40111132,COC,C=CCO
-1.88270004,CCC=C,C=CCO
-1.8963060299999999,CC(=C)C,C=CCO
2.46106992,[He],C1CCC(=O)CC1
2.25651885,[Ne],C1CCC(=O)CC1
1.04650818,[Ar],C1CCC(=O)CC1
0.37381880999999995,[Kr],C1CCC(=O)CC1
-0.48566465999999997,[Xe],C1CCC(=O)CC1
1.7544808799999998,[HH],C1CCC(=O)CC1
1.12952778,O=O,C1CCC(=O)CC1
1.4378533500000001,N#N,C1CCC(=O)CC1
-0.78591888,C(=O)=O,C1CCC(=O)CC1
-0.52786629,CC,C1CCC(=O)CC1
-2.69721456,CCCCC,C1CCC(=O)CC1
-3.32747169,CCCCCC,C1CCC(=O)CC1
-3.14183064,CCCC(C)C,C1CCC(=O)CC1
-4.020454740000001,CCCCCCC,C1CCC(=O)CC1
-3.5417083799999998,CC(C)CC(C)C,C1CCC(=O)CC1
-4.66454847,CCCCCCCC,C1CCC(=O)CC1
-4.30018467,CC(C)C(C)C(C)C,C1CCC(=O)CC1
-5.24706933,CCCCCCCCC,C1CCC(=O)CC1
-3.8364279599999995,C1CCCCC1,C1CCC(=O)CC1
-4.8405039,CCC1CCCCC1,C1CCC(=O)CC1
-0.5470069200000001,C=C,C1CCC(=O)CC1
1.40649039,C(F)(F)(F)F,C1CCC(=O)CC1
-4.1256129,C(Cl)Cl,C1CCC(=O)CC1
-4.73119476,C(Cl)(Cl)Cl,C1CCC(=O)CC1
-4.32070896,C(Cl)(Cl)(Cl)Cl,C1CCC(=O)CC1
-3.57975903,CI,C1CCC(=O)CC1
-4.182804180000001,CCI,C1CCC(=O)CC1
-5.00146968,C1COCCO1,C1CCC(=O)CC1
-3.8050650000000004,CC(=O)C,C1CCC(=O)CC1
-4.49389707,CCC(=O)C,C1CCC(=O)CC1
-4.29880101,CC#N,C1CCC(=O)CC1
-4.11200691,CCN(CC)CC,C1CCC(=O)CC1
-5.0628119400000005,C[N+](=O)[O-],C1CCC(=O)CC1
-4.31379066,CCO,C1CCC(=O)CC1
0.51702762,FS(F)(F)(F)(F)F,C1CCC(=O)CC1
-4.49804805,c1ccccc1,C1CCC(=O)CC1
-5.1760414500000005,Cc1ccccc1,C1CCC(=O)CC1
-3.5483960700000003,CCBr,C1CCC(=O)CC1
-3.3069474,C(=S)=S,C1CCC(=O)CC1
-4.33431495,CCOC(=O)C,C1CCC(=O)CC1
-3.63718092,CC(C)(C)Cl,C1CCC(=O)CC1
1.7272688999999999,[2H][2H],C1CCC(=O)CC1
-2.76685878,CCCC=C,C1CCC(=O)CC1
-2.6084297100000002,CC(C)C=C,C1CCC(=O)CC1
-3.19510155,CC(=C)C=C,C1CCC(=O)CC1
-3.66854388,CCCCl,C1CCC(=O)CC1
-4.17888381,CC(C)CCC(C)C,C1CCC(=O)CC1
-2.58121773,CCC(C)C,C1CCC(=O)CC1
-3.08879034,CC=C(C)C,C1CCC(=O)CC1
-6.3452341500000005,C1CCC(=O)CC1,C1CCC(=O)CC1
-2.5920564,CCCCC,CCCCN(CCCC)C=O
-3.2469888,CCCCCC,CCCCN(CCCC)C=O
-3.9019212,CCCCCCC,CCCCN(CCCC)C=O
-3.66992754,C1CCCCC1,CCCCN(CCCC)C=O
-3.9155271899999997,C(Cl)Cl,CCCCN(CCCC)C=O
-4.82943462,C(Cl)(Cl)Cl,CCCCN(CCCC)C=O
-4.10647227,C(Cl)(Cl)(Cl)Cl,CCCCN(CCCC)C=O
-2.87870463,CCOCC,CCCCN(CCCC)C=O
-3.4789824599999997,CC(C)OC(C)C,CCCCN(CCCC)C=O
-3.6016669800000005,CCOC(C)(C)C,CCCCN(CCCC)C=O
-4.10647227,CCC(C)(C)OC,CCCCN(CCCC)C=O
-3.3424613400000003,CC(C)(C)OC,CCCCN(CCCC)C=O
-3.8880846,C1CCOC1,CCCCN(CCCC)C=O
-4.58406558,C1COCCO1,CCCCN(CCCC)C=O
-3.5470124100000002,CC(=O)C,CCCCN(CCCC)C=O
-4.2019448100000005,CCC(=O)C,CCCCN(CCCC)C=O
-3.4789824599999997,CC(=O)OC,CCCCN(CCCC)C=O
-4.55662299,CCCOC(=O)C,CCCCN(CCCC)C=O
-5.238767370000001,CCCCOC(=O)C,CCCCN(CCCC)C=O
-4.079260290000001,CC#N,CCCCN(CCCC)C=O
-4.10647227,CO,CCCCN(CCCC)C=O
-4.5294110100000005,CCO,CCCCN(CCCC)C=O
-5.90730576,CCCCO,CCCCN(CCCC)C=O
-4.25659938,c1ccccc1,CCCCN(CCCC)C=O
-4.91130117,Cc1ccccc1,CCCCN(CCCC)C=O
-5.4435490500000006,CCc1ccccc1,CCCCN(CCCC)C=O
-4.7067501,CC(C)O,CCCCN(CCCC)C=O
-5.320633920000001,c1ccncc1,CCCCN(CCCC)C=O
-3.9563451599999997,CCOC(=O)C,CCCCN(CCCC)C=O
-4.62488355,C(CCl)Cl,CCCCN(CCCC)C=O
-5.75717865,CC(C)CO,CCCCN(CCCC)C=O
-4.0518177,CC1CCCCC1,CCCCN(CCCC)C=O
-3.8880846,C1CCC=CC1,CCCCN(CCCC)C=O
-4.62488355,C(=C(Cl)Cl)Cl,CCCCN(CCCC)C=O
-2.97417717,COC=O,CCCCN(CCCC)C=O
-5.0342163,CC(C)CC(=O)C,CCCCN(CCCC)C=O
-2.7832320900000003,CC=O,CCCCN(CCCC)C=O
-3.7790060700000003,CC(C)C=O,CCCCN(CCCC)C=O
-5.41610646,C=CCO,CCCCN(CCCC)C=O
-3.2742007799999997,c1ccoc1,CCCCN(CCCC)C=O
-3.8744786099999997,CC(C)OC(C)(C)C,CCCCN(CCCC)C=O
-4.0218384,CCCCCCCC,CC[N+](=O)[O-]
-5.3178666,C1COCCO1,CC[N+](=O)[O-]
-4.794151289999999,CCC(=O)C,CC[N+](=O)[O-]
-3.84588297,CCO,CC[N+](=O)[O-]
-4.96595574,Cc1ccccc1,CC[N+](=O)[O-]
-6.60720711,CCCCC(C)O,CCCCC(C)O
-0.47205866999999996,[N-]=[N+]=O,C1CCS(=O)(=O)C1
-0.64663044,C(=O)=O,C1CCS(=O)(=O)C1
-3.28780677,O=S=O,C1CCS(=O)(=O)C1
-0.8048289,CCCC,C1CCS(=O)(=O)C1
-1.39150074,CCCCC,C1CCS(=O)(=O)C1
-1.92905265,CCCCCC,C1CCS(=O)(=O)C1
-2.47882689,CCCCCCC,C1CCS(=O)(=O)C1
-2.72857752,CCCCCCCC,C1CCS(=O)(=O)C1
-3.1923342299999997,CCCCCCCCC,C1CCS(=O)(=O)C1
-2.46245358,C1CCCCC1,C1CCS(=O)(=O)C1
-1.3548337499999998,C/C=C/C,C1CCS(=O)(=O)C1
-1.4802855899999998,C/C=C\C,C1CCS(=O)(=O)C1
-1.8063681299999998,C=CC=C,C1CCS(=O)(=O)C1
-2.44077624,CCCl,C1CCS(=O)(=O)C1
-3.68768451,C(Cl)Cl,C1CCS(=O)(=O)C1
-4.14060255,C(Cl)(Cl)Cl,C1CCS(=O)(=O)C1
-3.50481078,C(Cl)(Cl)(Cl)Cl,C1CCS(=O)(=O)C1
-2.37389934,CCOCC,C1CCS(=O)(=O)C1
-2.65478232,CC(C)OC(C)C,C1CCS(=O)(=O)C1
-2.8335050699999997,CCOC(C)(C)C,C1CCS(=O)(=O)C1
-3.3041800799999996,CCC(C)(C)OC,C1CCS(=O)(=O)C1
-2.7627078000000003,CC(C)(C)OC,C1CCS(=O)(=O)C1
-3.6971395200000003,C1CCOC1,C1CCS(=O)(=O)C1
-4.69844814,C1COCCO1,C1CCS(=O)(=O)C1
-3.69990684,CC(=O)C,C1CCS(=O)(=O)C1
-4.13506791,CCC(=O)C,C1CCS(=O)(=O)C1
-3.6399482400000003,CC(=O)OC,C1CCS(=O)(=O)C1
-4.32878031,CCCOC(=O)C,C1CCS(=O)(=O)C1
-4.81997961,CCCCOC(=O)C,C1CCS(=O)(=O)C1
-4.51165404,CC#N,C1CCS(=O)(=O)C1
-5.27981595,C[N+](=O)[O-],C1CCS(=O)(=O)C1
-3.82397502,CO,C1CCS(=O)(=O)C1
-4.058736000000001,CCO,C1CCS(=O)(=O)C1
-5.0572773,CCCCO,C1CCS(=O)(=O)C1
-4.00546509,c1ccccc1,C1CCS(=O)(=O)C1
-4.46530143,Cc1ccccc1,C1CCS(=O)(=O)C1
-4.8704832,CCc1ccccc1,C1CCS(=O)(=O)C1
-5.14052751,c1ccc(cc1)Cl,C1CCS(=O)(=O)C1
-3.7012905000000003,CCCCCCCCCC,C1CCS(=O)(=O)C1
-4.04374635,CC(C)O,C1CCS(=O)(=O)C1
-4.80637362,Cc1ccc(cc1)C,C1CCS(=O)(=O)C1
-5.225161380000001,c1ccncc1,C1CCS(=O)(=O)C1
-3.91691085,CCOC(=O)C,C1CCS(=O)(=O)C1
-2.3275467300000003,CC(C)CC(C)(C)C,C1CCS(=O)(=O)C1
-3.14044698,C1CCCCCC1,C1CCS(=O)(=O)C1
-1.23191862,CCC=C,C1CCS(=O)(=O)C1
-1.2688162200000002,CC(=C)C,C1CCS(=O)(=O)C1
-2.08333074,CCCCC=C,C1CCS(=O)(=O)C1
-4.56492495,C(CCl)Cl,C1CCS(=O)(=O)C1
-4.87855455,CC(C)CO,C1CCS(=O)(=O)C1
-2.20739892,CC1CCCC1,C1CCS(=O)(=O)C1
-2.59067274,CCCCCC=C,C1CCS(=O)(=O)C1
-5.09970954,Cc1ccccc1C,C1CCS(=O)(=O)C1
-2.69721456,CC1CCCCC1,C1CCS(=O)(=O)C1
-3.0710333700000003,CCCCCCC=C,C1CCS(=O)(=O)C1
-3.0027728099999997,C1CCC=CC1,C1CCS(=O)(=O)C1
-3.95772882,C(=C(Cl)Cl)Cl,C1CCS(=O)(=O)C1
-3.22784817,COC=O,C1CCS(=O)(=O)C1
-4.86218124,Cc1cccc(c1)C,C1CCS(=O)(=O)C1
-1.6002027899999998,S,C1CCS(=O)(=O)C1
-3.81452001,C1CCCCCCC1,C1CCS(=O)(=O)C1
-4.66708518,CC(C)CC(=O)C,C1CCS(=O)(=O)C1
-3.2769681,CCCCC#C,C1CCS(=O)(=O)C1
-3.91137621,CCCCCC#C,C1CCS(=O)(=O)C1
-4.214167140000001,CCCCCCC#C,C1CCS(=O)(=O)C1
-2.92367358,CC=O,C1CCS(=O)(=O)C1
-3.6427155599999996,CC(C)C=O,C1CCS(=O)(=O)C1
-5.04505497,C=CCO,C1CCS(=O)(=O)C1
-4.07095833,C1CCCCC1,CCCCOCC
-4.289346000000001,C(Cl)(Cl)(Cl)Cl,CCCCOCC
-4.61266122,CCCCOCC,CCCCOCC
-4.79000031,CCCCCCCC,CCOc1ccccc1
-4.84995891,C1COCCO1,CCOc1ccccc1
-2.91145125,CCC(=O)C,CCOc1ccccc1
-4.33293129,C[N+](=O)[O-],CCOc1ccccc1
-4.62626721,CCO,CCOc1ccccc1
-5.0519732699999995,Cc1ccccc1,CCOc1ccccc1
-2.24291286,CCCCC,CCN1CCCC1=O
-2.86763535,CCCCCC,CCN1CCCC1=O
-3.48290283,CCCCCCC,CCN1CCCC1=O
-4.07787663,CCCCCCCC,CCN1CCCC1=O
-3.3835099200000003,C1CCCCC1,CCN1CCCC1=O
-4.27827672,C(Cl)Cl,CCN1CCCC1=O
-2.76132414,CCOCC,CCN1CCCC1=O
-3.2236971899999998,CC(C)OC(C)C,CCN1CCCC1=O
-3.42294423,CCOC(C)(C)C,CCN1CCCC1=O
-3.8417319900000004,CCC(C)(C)OC,CCN1CCCC1=O
-3.19925253,CC(C)(C)OC,CCN1CCCC1=O
-3.9427391700000003,C1CCOC1,CCN1CCCC1=O
-3.76401642,CC(=O)C,CCN1CCCC1=O
-4.32347628,CCC(=O)C,CCN1CCCC1=O
-4.85272623,CCCC(=O)C,CCN1CCCC1=O
-4.49528073,c1ccccc1,CCN1CCCC1=O
-5.05335693,Cc1ccccc1,CCN1CCCC1=O
-2.44746393,CCCC=C,CCN1CCCC1=O
-3.08602302,CCCCC=C,CCN1CCCC1=O
-3.72043113,CCCCCC=C,CCN1CCCC1=O
-4.33984959,CCCCCCC=C,CCN1CCCC1=O
-3.78177339,C1CCC=CC1,CCN1CCCC1=O
2.375283,[He],CCCCCCCCCCCCCCCC
2.14882398,[Ne],CCCCCCCCCCCCCCCC
0.9385827,[Ar],CCCCCCCCCCCCCCCC
0.28780128,[Kr],CCCCCCCCCCCCCCCC
-0.51564396,[Xe],CCCCCCCCCCCCCCCC
-1.19640468,[Rn],CCCCCCCCCCCCCCCC
0.44069570999999996,C,CCCCCCCCCCCCCCCC
-0.6713057100000002,CC,CCCCCCCCCCCCCCCC
-1.4325493200000001,CCC,CCCCCCCCCCCCCCCC
-2.20324794,CCCC,CCCCCCCCCCCCCCCC
-1.9223649600000001,CC(C)C,CCCCCCCCCCCCCCCC
-2.9495019000000005,CCCCC,CCCCCCCCCCCCCCCC
-2.48297787,CC(C)(C)C,CCCCCCCCCCCCCCCC
-3.6399482400000003,CCCCCC,CCCCCCCCCCCCCCCC
-4.32878031,CCCCCCC,CCCCCCCCCCCCCCCC
-5.016459330000001,CCCCCCCC,CCCCCCCCCCCCCCCC
-5.21155539,CCC(CC)(CC)CC,CCCCCCCCCCCCCCCC
-3.33831036,C1CCCC1,CCCCCCCCCCCCCCCC
-3.9741021299999995,C1CCCCC1,CCCCCCCCCCCCCCCC
-0.3943431,C=C,CCCCCCCCCCCCCCCC
-1.29049356,CC=C,CCCCCCCCCCCCCCCC
-0.20455107000000003,C#C,CCCCCCCCCCCCCCCC
-2.28926547,CCCl,CCCCCCCCCCCCCCCC
-2.75440584,C(Cl)Cl,CCCCCCCCCCCCCCCC
-3.3835099200000003,C(Cl)(Cl)Cl,CCCCCCCCCCCCCCCC
-3.85141761,C(Cl)(Cl)(Cl)Cl,CCCCCCCCCCCCCCCC
-2.87870463,C=C(Cl)Cl,CCCCCCCCCCCCCCCC
-3.5103454199999997,CCI,CCCCCCCCCCCCCCCC
-1.48697328,COC,CCCCCCCCCCCCCCCC
-2.81182773,CCOCC,CCCCCCCCCCCCCCCC
-4.07787663,CCCOCCC,CCCCCCCCCCCCCCCC
-3.49120479,CC(C)OC(C)C,CCCCCCCCCCCCCCCC
-5.4585387,CCCCOCCCC,CCCCCCCCCCCCCCCC
-3.5198004299999996,CCOC(C)(C)C,CCCCCCCCCCCCCCCC
-3.8608726200000003,CCC(C)(C)OC,CCCCCCCCCCCCCCCC
-3.12407367,CC(C)(C)OC,CCCCCCCCCCCCCCCC
-3.4570745099999995,C1CCOC1,CCCCCCCCCCCCCCCC
-2.52379584,CCC=O,CCCCCCCCCCCCCCCC
-3.0968616900000003,CCCC=O,CCCCCCCCCCCCCCCC
-3.7790060700000003,CCCCC=O,CCCCCCCCCCCCCCCC
-2.40111132,CC(=O)C,CCCCCCCCCCCCCCCC
-3.9155271899999997,CCC(=O)C,CCCCCCCCCCCCCCCC
-3.7584817800000003,CCCC(=O)C,CCCCCCCCCCCCCCCC
-4.450311780000001,CCCCC(=O)C,CCCCCCCCCCCCCCCC
-5.12968884,CCCCCC(=O)C,CCCCCCCCCCCCCCCC
-5.21155539,CCCC(=O)CCC,CCCCCCCCCCCCCCCC
-2.67392295,CC(=O)OC,CCCCCCCCCCCCCCCC
-3.9263658599999998,CCCOC(=O)C,CCCCCCCCCCCCCCCC
-4.609893899999999,CCCCOC(=O)C,CCCCCCCCCCCCCCCC
-3.3546836700000005,CCC(=O)OC,CCCCCCCCCCCCCCCC
-4.0151507099999995,CCCC(=O)OC,CCCCCCCCCCCCCCCC
-4.69591143,CCCCC(=O)OC,CCCCCCCCCCCCCCCC
-5.43524709,CCCCCC(=O)OC,CCCCCCCCCCCCCCCC
-2.12829969,CC#N,CCCCCCCCCCCCCCCC
-2.79683808,CCC#N,CCCCCCCCCCCCCCCC
-3.4651458600000002,CCCC#N,CCCCCCCCCCCCCCCC
-0.36690051,N,CCCCCCCCCCCCCCCC
-2.18272365,CNC,CCCCCCCCCCCCCCCC
-3.2675130900000005,CCNCC,CCCCCCCCCCCCCCCC
-4.19779383,CCN(CC)CC,CCCCCCCCCCCCCCCC
-2.58121773,C[N+](=O)[O-],CCCCCCCCCCCCCCCC
-1.2577469399999999,CO,CCCCCCCCCCCCCCCC
-2.02590885,CCO,CCCCCCCCCCCCCCCC
-2.86094766,CCCO,CCCCCCCCCCCCCCCC
-3.5483960700000003,CCCCO,CCCCCCCCCCCCCCCC
-4.23745875,CCCCCO,CCCCCCCCCCCCCCCC
-4.92513777,CCCCCCO,CCCCCCCCCCCCCCCC
-5.613969839999999,CCCCCCCO,CCCCCCCCCCCCCCCC
-6.30164886,CCCCCCCCO,CCCCCCCCCCCCCCCC
-6.99048093,CCCCCCCCCO,CCCCCCCCCCCCCCCC
-1.66984701,C(C(F)(F)F)O,CCCCCCCCCCCCCCCC
-1.89907335,C(C(F)(F)F)(C(F)(F)F)O,CCCCCCCCCCCCCCCC
-2.96449155,CCS,CCCCCCCCCCCCCCCC
-3.82397502,c1ccccc1,CCCCCCCCCCCCCCCC
